query,response
Show me a low-carb recipe from the keto diet.,"'Keto Tuna Melt Bites' is a great low-carb option from american cuisine, with only 11.02g of carbs and 115.3g of protein. Consistency is key, and this will help!"
Can you suggest a keto recipe with less than 24.77g of carbs?,"You could try 'Air Fryer Recipes (131 Style)', a paleo recipe with only 19.0g of carbs."
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Herb-Crusted Mediterranean Sea Bass' is ideal, with 88.71g of fat and 127.17g of carbs. It’s packed with the nutrients you need!"
Show me a low-carb recipe from the keto diet.,"'Frog Legs with Garlic and Parsley' is a great low-carb option from french cuisine, with only 6.43g of carbs and 89.79g of protein. Consistency is key, and this will help!"
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, '3-Ingredient Walnut Flourless Cake' is ideal, with 202.57g of fat and 293.63g of carbs. It’s packed with the nutrients you need!"
Show me a low-carb recipe from the keto diet.,"'Keto Orange Fat Bombs' is a great low-carb option from mediterranean cuisine, with only 10.49g of carbs and 8.45g of protein. Consistency is key, and this will help!"
What's a low-carb recipe from british cuisine?,"'Mediterranean Omelet recipes' is a great low-carb option from mediterranean cuisine, with only 6.39g of carbs and 17.88g of protein. Consistency is key, and this will help!"
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Spicy Thai Vegan Burger' is ideal, with 52.97g of fat and 190.71g of carbs. It’s packed with the nutrients you need!"
I'm looking for a american recipe that has more than 118.42g of protein.,"'Keto Pesto Chicken Bake with Haloumi' is a american dish that packs 225.01g of protein, making it a protein-rich option."
Which recipe in the keto diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Which recipe in the keto diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
What recipe in the keto diet has the least amount of fat?,"'Time for a Drink: Fallen Leaves Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
Give me a recipe that's low in carbs and high in protein.Give me a american recipe with the lowest carbs.,"I'd recommend 'Mediterranean Pasta', a mediterranean recipe with 49.02g of protein, perfect for meeting your protein needs."
What recipe from british cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Pork Tenderloin with Roasted Veggies (Keto)' is a keto recipe with 183.61g of protein, 57.84g of carbs, and 84.55g of fat. Keep it up—you’re doing great!"
Can you recommend a keto recipe that's high in protein?,"I'd recommend 'Mediterranean Mashed Potatoes', a mediterranean recipe with 20.33g of protein, perfect for meeting your protein needs."
Give me a recipe that's low in carbs and high in protein.Give me a italian recipe with the lowest carbs.,"I'd recommend 'Butternut Squash and Spinach Lasagna (Vegan)', a vegan recipe with 114.38g of protein, perfect for meeting your protein needs."
What recipe from italian cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Keto Pepperoni Pizza with Fathead Crust' is a keto recipe with 217.33g of protein, 51.8g of carbs, and 278.81g of fat. Keep it up—you’re doing great!"
I'm looking for a italian recipe that has more than 217.65g of protein.,"'Slow-Cooker Mediterranean Chicken Thigh Stew' is a mediterranean dish that packs 286.36g of protein, making it a protein-rich option."
What recipe in the keto diet has the least amount of fat?,"'Time for a Drink: Fallen Leaves Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
What recipe in the keto diet has the least amount of fat?,"'The Manchester' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
Can you suggest a keto recipe with less than 520.75g of carbs?,"You could try 'Keto Stuffed Peppers', a keto recipe with only 67.97g of carbs."
Can you recommend a keto recipe that's high in protein?,"I'd recommend 'Paleo Steak and Veggies', a paleo recipe with 24.48g of protein, perfect for meeting your protein needs."
What's a low-carb recipe from american cuisine?,"'Southern Comfort Champagne Cocktail' is a great low-carb option from world cuisine, with only 13.04g of carbs and 0.2g of protein. Consistency is key, and this will help!"
Show me a low-carb recipe from the keto diet.,"'The BEST Creamy Keto Skillet Eggs Recipe' is a great low-carb option from american cuisine, with only 7.98g of carbs and 70.86g of protein. Consistency is key, and this will help!"
I'm looking for a american recipe that has more than 84.0g of protein.,"'Mrs Cobb's Meatloaf' is a american dish that packs 142.09g of protein, making it a protein-rich option."
What recipe from indian cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Instant Pot® Keto Chicken Curry' is a keto recipe with 71.08g of protein, 24.35g of carbs, and 100.57g of fat. Keep it up—you’re doing great!"
What recipe from nordic cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Healthy Keto Salmon Paté recipes' is a keto recipe with 62.34g of protein, 22.75g of carbs, and 145.42g of fat. Keep it up—you’re doing great!"
Show me a low-carb recipe from the keto diet.,"'Keto Peppermint Coffee Flavor Shots (Fat Bombs)' is a great low-carb option from british cuisine, with only 0.95g of carbs and 0.24g of protein. Consistency is key, and this will help!"
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Spicy Brussels Sprouts with Fried Capers' is ideal, with 76.79g of fat and 89.88g of carbs. It’s packed with the nutrients you need!"
Can you recommend a keto recipe that's high in protein?,"I'd recommend 'Chicken & Cornmeal Dumplings', a dash recipe with 86.0g of protein, perfect for meeting your protein needs."
Show me a low-carb recipe from the keto diet.,"'Keto Gnocchi' is a great low-carb option from italian cuisine, with only 8.66g of carbs and 12.28g of protein. Consistency is key, and this will help!"
Give me a recipe that's low in carbs and high in protein.Give me a american recipe with the lowest carbs.,"I'd recommend 'Japanese Tabbouleh with Cilantro & Tofu', a vegan recipe with 57.81g of protein, perfect for meeting your protein needs."
Give me a recipe that's low in carbs and high in protein.Give me a italian recipe with the lowest carbs.,"I'd recommend 'Paleo Meatloaf recipes', a paleo recipe with 216.95g of protein, perfect for meeting your protein needs."
I'm looking for a south east asian recipe that has more than 83.53g of protein.,"'Mussels with Spices, Ginger, Lemongrass and Coriander' is a mediterranean dish that packs 111.01g of protein, making it a protein-rich option."
Give me a recipe that's low in carbs and high in protein.Give me a american recipe with the lowest carbs.,"I'd recommend 'Vegan bean chilli fries', a vegan recipe with 50.83g of protein, perfect for meeting your protein needs."
Which recipe in the keto diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Give me a recipe that's low in carbs and high in protein.Give me a french recipe with the lowest carbs.,"I'd recommend 'Easy Keto Chicken Shawarma - Low Carb', a keto recipe with 197.21g of protein, perfect for meeting your protein needs."
I'm looking for a american recipe that has more than 21.42g of protein.,"'Greek Salad Chicken Pita' is a mediterranean dish that packs 133.23g of protein, making it a protein-rich option."
I'm looking for a french recipe that has more than 36.67g of protein.,"'Vegan Sweet Potato and 2-Bean Chili With Hominy Recipe' is a american dish that packs 135.92g of protein, making it a protein-rich option."
Give me a recipe that's low in carbs and high in protein.Give me a american recipe with the lowest carbs.,"I'd recommend 'Blueberry Crumble (Gluten-free & Sugar-free) recipes', a paleo recipe with 60.03g of protein, perfect for meeting your protein needs."
Can you suggest a keto recipe with less than 46.91g of carbs?,"You could try 'Keto almond bread', a keto recipe with only 8.04g of carbs."
Can you recommend a keto recipe that's high in protein?,"I'd recommend 'Pasta e Fagioli (Pasta and Beans)', a vegan recipe with 64.73g of protein, perfect for meeting your protein needs."
What recipe from nordic cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Pork Meatballs (keto and gluten free)' is a keto recipe with 132.98g of protein, 16.47g of carbs, and 173.98g of fat. Keep it up—you’re doing great!"
I'm looking for a french recipe that has more than 32.77g of protein.,"'Mediterranean Tuna Melts' is a mediterranean dish that packs 157.43g of protein, making it a protein-rich option."
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Christmas Sugar Wafers with Vanilla Icing' is ideal, with 54.21g of fat and 386.56g of carbs. It’s packed with the nutrients you need!"
What recipe from french cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'KETO-LICIOUS SUGAR FREE CHOCOLATE FONDANT' is a keto recipe with 36.91g of protein, 126.07g of carbs, and 197.27g of fat. Keep it up—you’re doing great!"
Can you suggest a keto recipe with less than 231.2g of carbs?,"You could try 'Turmeric Chicken Skillet (Paleo, Whole30 + Keto)', a keto recipe with only 218.61g of carbs."
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Hot Cocoa with Tipsy Peppermint Marshmallows' is ideal, with 52.75g of fat and 574.6g of carbs. It’s packed with the nutrients you need!"
I'm looking for a nordic recipe that has more than 95.74g of protein.,"'Denis Leary's Zesty Baked Chicken Wings' is a american dish that packs 160.74g of protein, making it a protein-rich option."
Give me a recipe that's low in carbs and high in protein.Give me a japanese recipe with the lowest carbs.,"I'd recommend 'Garlic Parmesan Keto Croutons', a keto recipe with 23.3g of protein, perfect for meeting your protein needs."
I need a recipe that's rich in fat but low in carbs for the keto diet.,"If you're looking for fat-rich but low-carb recipes, 'Steamed Buns with Tempura King Oyster Mushrooms and Agave-Miso Mayonnaise (Vegan) Recipe' is ideal, with 898.55g of fat and 498.92g of carbs. It’s packed with the nutrients you need!"
